event_id,name,start_date,end_date,location
1384,Olympic Qualifier Series Shanghai 2024,2024-05-15,2024-05-19,Shanghai
1385,Olympic Qualifier Series Budapest 2024,2024-06-19,2024-06-23,Budapest
1389,Studio Bloc Masters 2024,2024-03-08,2024-03-10,Pfungstadt
1390,IFSC European Cup Genova 2024,2024-10-04,2024-10-06,Genova
1392,FISU University Championships Koper 2024,2024-09-08,2024-09-12,Koper
1393,IFSC South America Cup Curitiba 2024,2024-12-14,2024-12-21,Curitiba
1394,IFSC South America Cup Mar del Plata 2024,2024-11-29,2024-12-02,Mar del Plata
1396,IFSC Youth World Championships Guiyang 2024,2024-08-21,2024-08-31,Guiyang
1397,IFSC Asian Championships Tai'an 2024,2024-10-09,2024-10-14,Tai'an
1398,IFSC Youth Asian Championships Jamshedpur 2024,2024-11-13,2024-11-17,Jamshedpur
1400,IFSC South America Cup Ibarra 2024,2024-10-15,2024-10-21,"Ibarra, ECU"
1401,IFSC Pan American Championships Santiago 2024,2024-11-20,2024-11-25,Santiago
1402,IFSC Madrid 4 Speed,2024-10-19,2024-10-20,"Madrid, ESP"
1404,NEOM IFSC Masters 2024,2024-11-10,2024-11-13,Neom
1423,IFSC Oceania Championships Perth 2024,2024-11-15,2024-11-17,Perth
1443,IFSC Oceania Championships Sydney 2024,2024-12-06,2024-12-08,Sydney
